Complexity,Loss,Equation
1,0.10034998,"8.289981"
3,0.09443012,"(Om - -7.969921)"
4,0.093368344,"(exp(Om) - -6.9113646)"
5,0.088937744,"(8.780572 * (Om ^ Ob))"
6,0.08855348,"exp(2.2105596 ^ (Om ^ Ob))"
7,0.08515424,"((9.648936 * (Om ^ Ob)) - s8)"
8,0.08497272,"exp(2.1933115 ^ ((Om / s8) ^ Ob))"
9,0.08271097,"((10.665669 * (Om ^ Ob)) - (s8 + ns))"
10,0.08035639,"(9.06344 ^ (((Om - log(ns)) / s8) ^ Ob))"
11,0.07289674,"(8.281082 / (((1.0389867 * ns) ^ (h + -0.65499383)) ^ zt))"
12,0.072813235,"(8.281044 / (((1.0384917 + log(ns)) ^ (h + -0.65502673)) ^ zt))"
13,0.06701971,"((Om - -7.961002) / (((1.0389867 * ns) ^ (h + -0.65499383)) ^ zt))"
14,0.05951056,"(8.295134 / ((ns - -0.0431477) ^ ((h - (-0.21854885 * log(Ob))) / 0.044323623)))"
16,0.05356274,"((Om - -7.974621) / ((ns - -0.04308622) ^ ((h - (-0.21855693 * log(Ob))) / 0.044299435)))"
17,0.052451666,"((exp(Om) - -6.9162636) / ((ns - -0.04308622) ^ ((h - (-0.21855693 * log(Ob))) / 0.044299435)))"
18,0.04851877,"((8.774312 / ((ns - -0.03898014) ^ ((h - (-0.21852699 * log(Ob))) / 0.04465085))) * (Om ^ Ob))"
19,0.047367945,"(exp(2.2090323 ^ (Om ^ Ob)) / ((ns + 0.03663886) ^ ((h - (-0.21852703 * log(Ob))) / 0.044650856)))"
20,0.04494187,"(((9.641228 * (Om ^ Ob)) - s8) / ((ns + 0.038409013) ^ ((h - (-0.21850741 * log(Ob))) / 0.04488231)))"
21,0.044420302,"(exp(2.19211 ^ ((Om / s8) ^ Ob)) / ((ns + 0.037603512) ^ ((h - (-0.21851802 * log(Ob))) / 0.04479557)))"
22,0.043974277,"(((9.641724 * (Om ^ Ob)) - s8) / ((ns + (0.04688315 * s8)) ^ ((h - (-0.21853198 * log(Ob))) / 0.044507165)))"
23,0.04345631,"(exp(2.1921093 ^ ((Om / s8) ^ Ob)) / ((ns + (0.045877084 * s8)) ^ ((h - (-0.2184664 * log(Ob))) / 0.044481896)))"
25,0.0431083,"(exp(2.1920583 ^ ((Om / s8) ^ Ob)) / ((ns + (0.05444963 ^ (s8 ^ -0.6187337))) ^ ((h - (-0.2184516 * log(Ob))) / 0.044914924)))"
27,0.039589938,"(exp(2.2090323 ^ (Om ^ Ob)) / ((ns + (0.045432113 * (s8 - (0.0005266591 / (0.96000725 - ns))))) ^ ((h - (-0.2185065 * log(Ob))) / 0.044905253)))"
29,0.03829311,"(exp(2.2090323 ^ (Om ^ Ob)) / ((ns + (0.045445476 * (s8 - ((Ob * 0.017162126) / (0.96007526 - ns))))) ^ ((h - (-0.21852703 * log(Ob))) / 0.047239512)))"
30,0.036171593,"(((9.648936 * (Om ^ Ob)) - s8) / ((ns + (0.047814187 * (s8 + ((Ob * -0.017429147) / (0.96007526 - ns))))) ^ ((h - (-0.21853198 * log(Ob))) / 0.047814187)))"
31,0.0355758,"(exp(2.1919968 ^ ((Om / s8) ^ Ob)) / ((ns + (0.045445476 * (s8 - ((Ob * 0.017162126) / (0.96007526 - ns))))) ^ ((h - (-0.2185117 * log(Ob))) / 0.047239512)))"
33,0.03512752,"(exp(2.1919968 ^ ((Om / s8) ^ Ob)) / ((ns + (0.0459704 * (s8 - (((Om * Ob) * Ob) / (0.96007526 - ns))))) ^ ((h - (-0.21880217 * log(Ob))) / 0.0459704)))"
35,0.03502583,"(exp(2.1919968 ^ ((Om / s8) ^ Ob)) / ((ns + (0.0459704 * (s8 - ((((Om * Ob) * Ob) / 0.88494796) / (0.96007526 - ns))))) ^ ((h - (-0.21880217 * log(Ob))) / 0.047239512)))"
37,0.034590643,"(exp(2.1921513 ^ ((Om / s8) ^ Ob)) * ((ns + (0.04534195 * (s8 - (((exp(s8) * Ob) ^ exp(1.5374981)) / (Ob * (0.96007526 - ns)))))) ^ ((h - (-0.2192625 * log(Ob))) / -0.046018954)))"
38,0.0345208,"(exp(2.1921513 ^ ((Om / s8) ^ Ob)) / ((ns + (0.04467462 * (s8 - ((2.3167968 ^ ((zt * Ob) ^ 2.3167968)) / (exp(8.529821) * (0.96007526 - ns)))))) ^ ((h - (-0.2192625 * log(Ob))) / 0.046647817)))"
39,0.034203455,"(exp(2.1921513 ^ ((Om / s8) ^ Ob)) / ((ns + (0.044905253 * (s8 - ((exp(s8) ^ ((zt * Ob) ^ 2.3563251)) / (exp(8.537442) * (0.9600407 - ns)))))) ^ ((h - (-0.2192625 * log(Ob))) / 0.04666799)))"
40,0.03408074,"(exp(2.1921513 ^ ((Om / s8) ^ Ob)) / ((ns + (0.044932038 * (s8 - ((exp(s8) ^ ((zt * Ob) ^ exp(s8))) / (exp(8.537442) * (0.9600407 - ns)))))) ^ ((h - (-0.21910423 * log(Ob))) / 0.04666799)))"
