Complexity,Loss,Equation
1,0.0944702,"8.331045"
3,0.08917313,"(8.00703 + Om)"
4,0.088299245,"(6.9468565 + exp(Om))"
5,0.08534314,"((Om ^ Ob) / 0.11345261)"
6,0.084994875,"exp(2.2141776 ^ (Om ^ Ob))"
7,0.08257218,"(((Om ^ Ob) / 0.10327842) - s8)"
8,0.08082696,"(11.389431 - exp((Ob / Om) + ns))"
9,0.0756083,"((-0.43565 / ((Om ^ -2.682669) - zt)) - -8.298181)"
10,0.07459637,"((log(h) / ((Om ^ -2.6844618) - zt)) - -8.300465)"
11,0.070971124,"(((-0.4460221 / ((Om ^ -2.6836278) - zt)) + 9.116541) - s8)"
12,0.070343114,"(((log(h) / ((Om ^ -2.6861684) - zt)) - s8) + 9.119653)"
13,0.06842755,"(((-0.41153923 / (((Om ^ -2.6308966) + 1.3309208) - zt)) + 9.113868) - s8)"
14,0.06795273,"(((log(h) / (((Om ^ -2.6378062) + 1.2386842) - zt)) + 9.113793) - s8)"
15,0.06498296,"(8.078008 + (Om * (ns ^ ((((ns + Ob) ^ zt) / 1.5225937) ^ zt))))"
16,0.06427548,"(7.6838975 + (Om * exp(ns ^ exp(exp(((ns + Ob) ^ zt) - 0.6601213)))))"
17,0.062375445,"(8.021543 + (Om * ((ns ^ ((((ns + Ob) ^ zt) * 0.6590563) ^ zt)) / s8)))"
18,0.058497306,"(7.697025 + (Om * exp(ns ^ (((((ns + Ob) ^ zt) * h) ^ 19.315168) - -4.5892177))))"
19,0.054353546,"(7.8611617 + (ns ^ ((((((Ob + 0.03419087) + ns) ^ 9.003135) * h) ^ zt) + (h ^ -5.8994565))))"
20,0.052969564,"(7.7445097 + (Om * exp(ns ^ (((((ns + Ob) ^ zt) * h) ^ 20.88737) + (h ^ -4.7499323)))))"
21,0.05111352,"(7.874709 + (ns ^ (((((((Ob + 0.03751667) + ns) ^ 7.874709) * h) ^ zt) / Om) + (h ^ -5.925206))))"
22,0.0459233,"(7.682878 + (Om * exp(ns ^ ((((((ns + Ob) ^ zt) * h) ^ 19.314283) + (h ^ -6.237482)) - 8.77785))))"
24,0.042763334,"(7.651041 + (Om * exp(ns ^ (((((((Ob + ns) ^ 8.790519) * h) * 1.3307877) ^ zt) + (h ^ -5.924628)) - 8.790519))))"
26,0.038919624,"(7.5487237 + (Om * exp((ns ^ ((((((Ob + (0.037394904 + ns)) ^ 8.370948) * h) ^ zt) - 4.8149595) + (h ^ -5.9081492))) * 1.400082)))"
28,0.03734373,"(7.5780973 + (Om * exp((ns ^ (((((((ns + Ob) + 0.039446946) ^ 8.17512) * h) ^ zt) - (Ob / 0.010683785)) + (h ^ -5.925206))) * 1.3847529)))"
29,0.036092382,"(7.5477395 + (Om * exp((ns ^ (((((((Ob + 0.037888385) + ns) ^ 8.331033) * h) ^ zt) - exp(Ob / 0.02986493)) + (h ^ -5.923527))) * 1.384385)))"
30,0.036081005,"(7.5477395 + (Om * exp((ns ^ (((((((Ob + 0.037841763) + ns) ^ exp(2.1199524)) * h) ^ zt) - exp(Ob / 0.02985681)) + (h ^ -5.962433))) * 1.3843476)))"
31,0.03581038,"(7.5477395 + (Om * exp((ns ^ ((((((((Ob + 0.03784177) + ns) ^ 8.331097) * h) ^ zt) + 1.2611883) - exp(Ob / 0.027249476)) + (h ^ -5.925206))) * 1.4004883)))"
32,0.035682384,"(7.547757 + (Om * exp((ns ^ (((((((Ob + 0.03770396) + ns) ^ exp(Ob + 2.070102)) * h) ^ zt) - exp(Ob / 0.029858401)) + (h ^ -5.962412))) * 1.3844352)))"
