Complexity,Loss,Equation
1,0.3043251,"7.6559005"
3,0.11817012,"(zt ^ 0.61559)"
4,0.062740274,"exp(zt ^ 0.21530107)"
5,0.047045317,"((zt / Ob) ^ 0.32284307)"
6,0.034094498,"exp(zt ^ (0.26467285 - Ob))"
7,0.031034576,"exp(zt ^ log(1.2896783 - Ob))"
8,0.019517597,"(((zt / Ob) ^ 0.34470728) + log(Om))"
9,0.011509095,"(((zt * (Om ^ h)) / Ob) ^ 0.36742377)"
10,0.010762682,"(((zt / (h - log(Om))) / Ob) ^ 0.35628387)"
11,0.0036644223,"(((zt - (Om ^ -1.5832776)) / (Ob * h)) ^ 0.31627885)"
13,0.0029569766,"((((zt - (Om ^ (-0.75977314 - s8))) / h) / Ob) ^ 0.31617907)"
15,0.0025536167,"((((zt - (Om ^ ((h - s8) - 1.4228985))) / h) / Ob) ^ 0.31603727)"
16,0.0024244445,"((((zt / h) * ((log(zt * Om) - s8) - -0.5921312)) / Ob) ^ 0.2766865)"
17,0.0023395533,"((((zt - (Om ^ (h - (1.4316012 + s8)))) / (h - Ob)) / Ob) ^ 0.31251082)"
18,0.0021275398,"((((zt * (((log(zt * Om) - s8) / ns) - -0.6269187)) / h) / Ob) ^ 0.27504525)"
19,0.0020960325,"((((zt - (Om ^ (h - (1.4307486 + s8)))) / Ob) / (h - (Ob ^ ns))) ^ 0.31203333)"
20,0.001918271,"(((zt / Ob) * (log((zt ^ (s8 ^ (ns + -1.1571482))) * (Om - Ob)) / h)) ^ 0.27325153)"
21,0.0018908491,"(((zt / (Ob * h)) * log((zt ^ (s8 ^ log(-0.14133276 + ns))) * (Om - Ob))) ^ 0.27322128)"
22,0.0018269509,"(((zt / (Ob * h)) * log(((zt ^ (s8 ^ (ns + -1.177516))) - ns) * (Om - Ob))) ^ 0.27355006)"
23,0.0018082093,"((((zt * log(((zt ^ (s8 ^ log(ns + -0.16072017))) - 0.9805828) * (Om - Ob))) / h) / Ob) ^ 0.27348498)"
24,0.0015543923,"((log((zt / Ob) / ((exp(exp(Om)) * (h ^ 3.1980796)) - (((0.9750656 ^ zt) / -0.6854379) / Om))) ^ 1.3167285) - s8)"
25,0.0013071512,"((log((zt / ((exp(Om + ns) * (h ^ 2.9273994)) - (((0.9720389 ^ zt) / Om) / -0.6854379))) / Ob) ^ 1.308491) - s8)"
26,0.0010234484,"((log((zt / ((exp(exp(Om) * ns) * (h ^ 2.9396508)) - (((0.9746479 ^ zt) / Om) / -0.6843479))) / Ob) ^ 1.3183441) - s8)"
28,0.000995605,"((log((zt / (((exp(exp(Om) * ns) * (h ^ 2.939648)) ^ ns) - (((0.9747081 ^ zt) / Om) / -0.6843305))) / Ob) ^ 1.3182023) - s8)"
29,0.00082586496,"((log((zt / (((h * h) * exp(((Om + h) * ns) ^ 2.001142)) - (((0.9769805 ^ zt) / Om) / -0.66415143))) / Ob) ^ 1.326938) - s8)"
30,0.0008019793,"((log((zt / (((h * exp(((Om + h) * ns) ^ exp(h))) * h) - (((0.9771672 ^ zt) / Om) / -0.6685425))) / Ob) ^ 1.3268869) - s8)"
31,0.0007627546,"((log(((zt / (((h * exp(((Om + h) * ns) ^ 2.706309)) * h) - (((0.9767598 ^ zt) / -0.54415727) / Om))) + 0.3122582) / Ob) ^ 1.3406969) - s8)"
32,0.00071235735,"((log((zt / (((h * exp(((Om + h) * ns) ^ exp(ns ^ 14.4560795))) * h) - (((0.97716725 ^ zt) / Om) / -0.6708475))) / Ob) ^ 1.3268869) - s8)"
34,0.00066464354,"((log((zt / (((h * exp(((Om + h) * ns) ^ exp(ns ^ (Om ^ -2.2550542)))) * h) - (((0.97716725 ^ zt) / Om) / -0.6708475))) / Ob) ^ 1.3268869) - s8)"
36,0.0006226666,"((log((zt / (((h * exp(((Om + h) * ns) ^ exp(ns ^ ((Om ^ -0.07867812) ^ zt)))) * h) - (((0.97716725 ^ zt) / Om) / -0.6699321))) / Ob) ^ 1.3268869) - s8)"
37,0.0006043965,"((log((zt / (((h * h) * exp(((Om + h) * ns) ^ ((ns ^ ((Om ^ -0.07867812) ^ zt)) / 0.34004098))) - (((0.9747205 ^ zt) / Om) / -0.6335135))) / Ob) ^ 1.3256949) - s8)"
38,0.0005486186,"((log((zt / (((h * h) * exp(((Om + h) * ns) ^ exp(ns ^ (((Om ^ -0.09884046) ^ zt) + -11.3035)))) - (((0.9748755 ^ zt) / Om) / -0.6337608))) / Ob) ^ 1.3258142) - s8)"
39,0.00049416954,"((log((zt / (((h * exp(((Om + h) * ns) ^ ((ns ^ (((Om ^ -0.093766205) ^ zt) + -8.574969)) / Om))) * h) - (((0.97445613 ^ zt) / Om) / -0.6269632))) / Ob) ^ 1.3254986) - s8)"
40,0.00049204257,"((log((zt / (((h * exp(((Om + h) * ns) ^ ((ns ^ (((Om ^ zt) ^ -0.09499513) - exp(2.191851))) / Om))) * h) - (((0.9744522 ^ zt) / Om) / -0.62696314))) / Ob) ^ 1.3254992) - s8)"
