Complexity,Loss,Equation
1,0.010582961,"-2.1051712"
3,0.008677077,"(-1.286764 - s8)"
4,0.008597452,"log(0.099611625 / s8)"
5,0.0062970193,"(-1.8502952 * (s8 + Om))"
6,0.00610345,"(-0.97882795 - (s8 * exp(Om)))"
7,0.0045043365,"(((s8 + Om) / -0.520253) * ns)"
8,0.0044131186,"((log(s8 + Om) + ns) / -0.5181416)"
9,0.0027259844,"(Ob - ((zt ^ (s8 / Tv)) + Om))"
10,0.0024818985,"((exp(s8) * ((Tv / zt) - ns)) - Om)"
11,0.0013904164,"((-1.0175475 * ((zt ^ (s8 / Tv)) * ns)) - Om)"
12,0.001235749,"((1.027186 - ((zt ^ (s8 / Tv)) * ns)) - exp(Om))"
13,0.00091261236,"(Ob - (((zt ^ (s8 / (Tv - Om))) * ns) + Om))"
15,0.00055599725,"((Ob / Om) - ((((zt / 0.5763331) ^ (s8 / Tv)) + Om) ^ ns))"
17,0.00036246606,"((Ob / Om) - (((((zt / 0.38797823) * h) ^ (s8 / Tv)) + Om) ^ ns))"
18,0.00036042684,"((Ob / Om) - ((((exp(h) * zt) ^ ((s8 / Tv) * 0.969026)) + Om) ^ ns))"
19,0.0002673535,"((Ob / Om) - ((((zt + 7.0198765) ^ ((s8 / (Tv - h)) * 0.92645365)) + Om) ^ ns))"
21,0.00022006757,"((Ob / Om) - ((((zt + 4.8576503) ^ ((s8 / (Tv - h)) * (Om ^ Ob))) + Om) ^ ns))"
22,0.00021809044,"((((0.3060984 * Tv) / (((exp(zt ^ ((s8 * 0.37456918) - Ob)) / Tv) * Om) + h)) + -3.1704767) * ns)"
23,0.0001909698,"(((0.4297953 / ((((((zt ^ (s8 - Ob)) * (Om - Ob)) - -1.828858) / Tv) + h) / Tv)) + -3.2442927) * ns)"
24,0.00018876155,"(((0.37343115 / (((exp(zt ^ ((s8 * 0.37353387) - Ob)) / (Tv / Om)) + h) / (Tv - 0.791704))) + -3.1793377) * ns)"
25,0.00015978902,"(((0.42285505 / ((((((zt ^ (s8 - Ob)) * (Om - (Ob / s8))) - -1.891223) / Tv) + h) / Tv)) + -3.2370422) * ns)"
