Complexity,Loss,Equation
1,0.010582962,"-2.1051817"
3,0.008677077,"(-1.286764 - s8)"
4,0.008597452,"log(0.099611625 / s8)"
5,0.006297019,"(-1.850281 * (s8 + Om))"
6,0.00610345,"(-0.9788475 - (exp(Om) * s8))"
7,0.004504336,"((-1.9221214 * (s8 + Om)) * ns)"
8,0.0044131195,"(-1.9299921 * (log(s8 + Om) + ns))"
9,0.0027259844,"(Ob - ((zt ^ (s8 / Tv)) + Om))"
10,0.0026811254,"((1.0950574 - exp(Om)) - (zt ^ (s8 / Tv)))"
11,0.001328653,"((-1.099164 * Om) - ((zt ^ (s8 / Tv)) * ns))"
12,0.001235749,"((1.027186 - exp(Om)) - ((zt ^ (s8 / Tv)) * ns))"
13,0.0010166743,"((-1.3000504 * (Om - Ob)) - ((zt ^ (s8 / Tv)) * ns))"
14,0.0009545371,"log((0.20989859 ^ Om) / (log(zt) / ((log(Tv) - ns) / s8)))"
16,0.00041009576,"log(((Ob / 0.235737) ^ Om) / (log(zt) / ((log(Tv) - ns) / s8)))"
18,0.00018681737,"log((((Ob / 0.5441143) ^ Om) ^ h) / ((log(zt) ^ s8) / (log(Tv) - ns)))"
19,0.00016085042,"log((((Ob * exp(h)) ^ h) ^ Om) / ((s8 / (log(Tv) - ns)) * log(zt)))"
20,0.00014665925,"log((((Ob ^ h) + Ob) ^ Om) / (((log(zt) ^ s8) + -0.076809764) / (log(Tv) - ns)))"
22,0.00012643049,"log((((Ob ^ h) + Ob) ^ Om) / ((log(zt + (LX + -42.75113)) ^ s8) / (log(Tv) - ns)))"
24,8.320014e-5,"log((((Ob ^ h) + (Ob / s8)) ^ Om) / ((log(zt + (LX + -41.067215)) ^ s8) / (log(Tv) - ns)))"
26,7.521729e-5,"log(((((Ob / s8) ^ h) + (Ob * h)) ^ Om) / ((log(zt + (LX + -42.330807)) ^ s8) / (log(Tv) - ns)))"
28,6.533203e-5,"log((((Ob ^ h) + (Ob / s8)) ^ Om) / (((log((zt + -41.830223) + LX) ^ s8) / (log(Tv) - ns)) + (zt / E0)))"
30,6.4032254e-5,"(log((((Ob ^ h) + (Ob / s8)) ^ Om) / (((log((zt + -41.34953) + LX) ^ s8) / (log(Tv) - ns)) + (zt / E0))) + 0.005133947)"
31,6.246852e-5,"log((((Ob ^ h) + (Ob / s8)) ^ Om) / (((log((zt + -41.871597) + LX) ^ s8) / (log(Tv) - ns)) + (log(zt) / (E0 ^ h))))"
32,6.004956e-5,"log((((Ob ^ h) + (Ob / s8)) ^ Om) / (((log((zt + -41.866386) + LX) ^ s8) / (log(Tv) - ns)) + (zt / (E0 ^ (h - -0.32613525)))))"
33,5.8510766e-5,"log((((Ob ^ h) + (Ob / s8)) ^ Om) / ((log((LX + (zt + (Tv / h))) + (log(zt / E0) + -44.415325)) ^ s8) / (log(Tv) - ns)))"
35,5.538493e-5,"log(((((Ob / s8) ^ h) + (Ob * s8)) ^ Om) / ((log((zt + (LX + (Tv / h))) + (log(zt / E0) + -44.547245)) ^ s8) / (log(Tv) - ns)))"
37,5.342371e-5,"log((((Ob ^ h) + (Ob / s8)) ^ Om) / ((log((LX + (zt + Tv)) + ((log((E0 ^ h) + (zt * -1.2932459)) * -0.7238249) + -42.795902)) ^ s8) / (log(Tv) - ns)))"
39,5.1098497e-5,"log(((((Ob / s8) ^ h) + (Ob * s8)) ^ Om) / ((log((zt + (LX + Tv)) + ((log((E0 ^ h) + (zt * -1.2917057)) * -0.7541093) + -42.817432)) ^ s8) / (log(Tv) - ns)))"
40,5.1098403e-5,"log(((((Ob / s8) ^ h) + (Ob * s8)) ^ Om) / ((log((LX + (zt + Tv)) + ((log((E0 ^ h) + (zt * -1.2917114)) * log(0.4703441)) + -42.81743)) ^ s8) / (log(Tv) - ns)))"
