Complexity,Loss,Equation
1,0.011760743,"-2.1008286"
3,0.008762899,"(-1.7831471 - Om)"
4,0.00831245,"(-0.72604406 - exp(Om))"
5,0.006398605,"((Om + s8) * -1.8531749)"
6,0.0062524807,"((0.08952561 - s8) - exp(Om))"
7,0.0045267628,"((-8.332884 * (s8 + Om)) / Tv)"
8,0.0041505108,"((Tv / exp(Om + s8)) + -3.551669)"
9,0.003014384,"(((-3.8864865 / Tv) - Om) * (s8 + ns))"
10,0.0024026032,"((((Om / -0.12817475) - log(zt)) / Tv) - s8)"
11,0.0016488363,"((((-8.503199 * s8) - (zt ^ Om)) * ns) / Tv)"
12,0.000893064,"((((-5.0011516 * s8) - log(zt)) / Tv) * (ns + Om))"
14,0.0006584537,"((((-5.365962 * s8) - log(zt)) / Tv) * ((ns - Ob) + Om))"
15,0.00053433963,"((((-1.9947072 + log(Ob)) * s8) - log(zt)) * ((ns + Om) / Tv))"
16,0.00033632174,"((((log(Ob) - exp(h)) * s8) - log(zt)) * ((ns + Om) / Tv))"
17,0.00031453787,"((((Om - (Ob ^ h)) + ns) / Tv) * ((-2.1809545 * exp(s8)) - log(zt)))"
18,0.00021801918,"(((((-5.181432 * s8) - log(zt)) / Tv) * ((Om - (Ob ^ h)) + ns)) - 0.18071012)"
19,0.00021085594,"((((-8.874082 * ns) * (s8 + Om)) - (zt * ((0.12999213 - Ob) * h))) / (Tv + s8))"
20,0.00014648456,"(((((-4.8844504 * (s8 - (Ob ^ h))) - log(zt)) / Tv) + -0.23185617) * (Om + (ns - Ob)))"
22,0.00012748726,"(((((-4.8767085 * (s8 - ((Ob ^ h) / ns))) - log(zt)) / Tv) + -0.23864597) * ((Om - Ob) + ns))"
24,0.000115457995,"(((((-5.1748033 * (s8 - Ob)) - log(zt * ns)) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.0064356285 * LX))"
26,9.8240955e-5,"(((((-5.2263947 * (s8 - Ob)) - log(zt - 2.4424136)) / Tv) * ((Om - (Ob ^ h)) + (ns ^ 1.2106541))) + (-0.00685861 * LX))"
27,9.7612836e-5,"(((((-5.244896 * (s8 - Ob)) - log(zt - log(zt))) / Tv) * ((Om - (Ob ^ h)) + (ns ^ 1.2141165))) + (-0.0069941836 * LX))"
28,8.684573e-5,"(((((-5.138151 * (s8 - Ob)) - log((zt * ns) - (h / Om))) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.007168122 * LX))"
29,7.9180245e-5,"(((((-5.245641 * (s8 - Ob)) - log(((zt + Tv) * ns) - log(E0))) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.006666677 * LX))"
30,7.544789e-5,"(((((-5.0994368 * (s8 - Ob)) - log((zt * ns) - (E0 ^ (0.05159275 / Om)))) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.007582497 * LX))"
32,6.8817055e-5,"(((((-4.98863 * (s8 - Ob)) - log((zt * ns) - (E0 ^ (0.044179715 / (Om * s8))))) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.008173875 * LX))"
34,5.5211563e-5,"(((((-4.80621 * (s8 - 0.07467468)) - log(((zt + 2.2154026) * ns) - (E0 ^ ((Ob / Om) ^ s8)))) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.009591633 * LX))"
35,5.3753905e-5,"(((((-4.811843 * (s8 - 0.080321096)) - log(((zt + exp(ns)) * ns) - (E0 ^ ((Ob / Om) ^ s8)))) / Tv) * ((Om - (Ob ^ h)) + ns)) - (0.009633522 * LX))"
37,5.1159746e-5,"(((((-4.8104944 * (s8 - 0.0872109)) - log(((zt + exp(ns ^ Tv)) * ns) - (E0 ^ ((Ob / Om) ^ s8)))) / Tv) * ((Om - (Ob ^ h)) + ns)) + (-0.009925234 * LX))"
39,5.0135495e-5,"(((((-4.810084 * (s8 - 0.09063818)) - log(((zt + exp(ns ^ (Ob / 0.009364824))) * ns) - (E0 ^ ((Ob / Om) ^ s8)))) / Tv) * ((Om - (Ob ^ h)) + ns)) - (0.010046568 * LX))"
