Complexity,Loss,Equation
1,0.011760743,"-2.1008286"
3,0.008762899,"(-1.7831471 - Om)"
4,0.00831245,"(-0.72604406 - exp(Om))"
5,0.006398605,"((s8 + Om) / -0.53961164)"
6,0.006252481,"((0.08950892 - exp(Om)) - s8)"
7,0.0045267637,"(((Om + s8) / -0.12000493) / Tv)"
8,0.0043619047,"(((0.9143176 ^ zt) - s8) - exp(Om))"
9,0.002946437,"(Ob - ((zt ^ (s8 / Tv)) + Om))"
10,0.0025342416,"(1.0953928 - ((zt ^ (s8 / Tv)) + exp(Om)))"
11,0.0016909649,"(((-0.03164518 - (zt ^ (s8 / Tv))) * ns) - Om)"
12,0.001243007,"(1.0267082 - (((zt ^ (s8 / Tv)) * ns) + exp(Om)))"
13,0.0011417205,"(Ob - (((zt ^ (s8 / (Tv - Om))) * ns) + Om))"
14,0.0010913619,"((Ob - (((zt ^ (s8 / Tv)) * ns) - 0.9770447)) - exp(Om))"
15,0.00064444286,"(log(((exp(Tv) * ((Ob / zt) ^ ns)) ^ Om) / s8) + -1.8069453)"
17,0.0005291474,"(log((exp(Tv) * ((Ob / zt) ^ ns)) ^ Om) - (s8 + (h ^ 0.6055075)))"
19,0.00039821715,"((log(((exp(Tv) / zt) * Ob) ^ Om) - (s8 + ((h * s8) ^ 0.38630447))) * ns)"
21,0.00032106755,"(((log(((exp(Tv) / zt) * Ob) ^ Om) - (s8 + ((h * s8) ^ 0.49784857))) * ns) - Ob)"
23,0.00028371942,"(log((((exp(Tv) / (zt - -2.7750933)) / s8) * Ob) ^ Om) - (((s8 + h) + (Ob ^ h)) * ns))"
25,0.0002648562,"(log((((exp(Tv) / (zt - -3.119371)) / s8) * Ob) ^ Om) - (((s8 + h) + (Ob ^ (h ^ ns))) * ns))"
26,0.00020302644,"(log(((((exp(Tv) / (zt + exp(Ob * LX))) * Ob) / s8) / h) ^ (1.1348665 * Om)) - ((s8 + 0.82473797) * ns))"
28,0.00016945538,"(log(((((exp(Tv) / ((zt * ns) + exp(Ob * LX))) * Ob) / (h * s8)) ^ 1.1579369) ^ Om) - ((s8 + 0.8251273) * ns))"
30,0.00016310514,"(log(((((Ob / (((zt * ns) + exp(Ob * LX)) * s8)) * (exp(Tv) - 5.923144)) / h) ^ 1.1177032) ^ Om) - ((s8 + 0.8186855) * ns))"
32,0.00016234566,"(log(((((((exp(Tv) - 7.5408125) / ((zt * ns) + exp(Ob * (LX + -1.019329)))) * Ob) / s8) / h) ^ 1.1050221) ^ Om) - ((s8 + 0.82181877) * ns))"
33,0.00016082007,"(log(((((((exp(Tv) - 7.1338577) / s8) / ((zt * ns) + exp(Ob * (LX + log(Om))))) * Ob) / h) ^ 1.1045454) ^ Om) - ((s8 + 0.8243309) * ns))"
34,0.00015216836,"(log(((((exp(Tv) - ((exp(Ob + 0.02505926) ^ LX) * h)) / (((zt - -4.062226) * (ns * s8)) / 0.82475346)) / h) * Ob) ^ Om) - ((s8 + 0.81711125) * ns))"
35,0.00015119986,"(log(((((exp(Tv) - (exp((Ob + 0.025101071) * LX) * h)) / (((zt + log(LX)) * (h * s8)) / 0.81700706)) / ns) * Ob) ^ Om) - ((s8 + 0.81810707) * ns))"
37,0.00014959573,"(log((((exp(Tv) - (exp(log(Ob + exp(0.027464848)) * LX) * h)) / ((((zt + log(LX)) * (h * s8)) / 0.8168648) * ns)) * Ob) ^ Om) - ((s8 + 0.8186855) * ns))"
39,0.00014801948,"(log((((exp(Tv) - (exp(Ob * (LX - ((E0 / LX) * 0.14725673))) * exp(h))) / (((zt - -3.9166605) * ((h * s8) * ns)) / 0.80979425)) * Ob) ^ Om) - ((s8 + 0.81683344) * ns))"
40,0.00013929004,"(log(((((exp(Tv) - (((Ob * (LX - ((E0 / LX) * 0.18954983))) * exp(h)) ^ 2.003217)) / (((zt - -3.9166605) * (h * s8)) / 0.8101033)) * Ob) / ns) ^ Om) - ((s8 + 0.8164978) * ns))"
