Complexity,Loss,Equation
1,0.0117443735,"-2.1038005"
3,0.008744765,"(-1.7861418 - Om)"
4,0.008293778,"(-0.7290207 - exp(Om))"
5,0.0064223916,"(-1.8558031 * (s8 + Om))"
6,0.006254633,"(0.08651984 - (exp(Om) + s8))"
7,0.0045633693,"(-8.344596 / (Tv / (s8 + Om)))"
8,0.004160796,"((Tv / exp(s8 + Om)) - 3.5546508)"
9,0.0026818565,"((-0.83709544 - Om) * (zt ^ (s8 / Tv)))"
10,0.0024430396,"((((-7.8433056 * Om) - log(zt)) / Tv) - s8)"
11,0.0013401671,"(((-0.88230836 - Om) * ns) * (zt ^ (s8 / Tv)))"
12,0.0011224219,"(((-0.58815914 - s8) * (Om + ns)) - (zt / exp(Tv)))"
13,0.0008308726,"(((-1.084131 * ns) - Om) * (zt ^ ((s8 / Tv) - Ob)))"
14,0.0007376499,"(((Ob - ns) - Om) * (zt ^ (s8 / (exp(Tv) ^ 0.35922074))))"
15,0.0005877668,"(((-1.1602999 * ns) - Om) * ((zt * h) ^ ((s8 / Tv) - Ob)))"
16,0.00045779883,"((Ob - (ns + Om)) * (zt ^ (s8 / ((exp(Tv) / h) ^ 0.33009258))))"
17,0.00043392382,"(((h / (-0.37278077 / Om)) - ((zt ^ (s8 / Tv)) * ns)) + (Tv * Ob))"
18,0.00028572744,"(((((Ob ^ h) - ns) - Om) * (zt ^ (s8 / exp(Tv * 0.36553046)))) + -0.17225637)"
19,0.00027768078,"((((h * Om) / -0.42114365) - (((zt - -6.172984) ^ (s8 / Tv)) * ns)) + (Tv * Ob))"
20,0.00024318266,"(((((Ob ^ h) - ns) - Om) * ((Tv + zt) ^ (s8 / (exp(Tv) ^ 0.3640959)))) - 0.11770218)"
21,0.00018104902,"((((Tv - (log(zt) ^ s8)) / 2.4498925) - exp(ns - (Ob ^ Om))) - ((h ^ Om) / 0.81691486))"
23,8.676725e-5,"((((Tv - (log(zt) ^ s8)) / (LX * 0.061598245)) - exp(ns - (Ob ^ Om))) - ((h ^ Om) / 0.8200589))"
25,7.697807e-5,"((((Tv - (log((LX + zt) + -36.55733) * s8)) / 2.5623236) - exp(ns - (Ob ^ Om))) - ((h ^ Om) / 0.88925105))"
26,6.0773476e-5,"((((Tv - (log(zt + exp(LX + -39.587215)) * s8)) / 2.5704706) - exp(ns - (Ob ^ Om))) - ((h ^ Om) / 0.8749668))"
27,5.4332228e-5,"((((Tv - (log(zt + (1.7552087 ^ (-38.03521 + LX))) * s8)) / 2.5817401) - exp(ns - (Ob ^ Om))) - ((h ^ Om) / 0.89120424))"
28,4.7712427e-5,"((((Tv - (log((zt - -2.1899471) + exp(LX + -39.587215)) * s8)) / 2.5602362) - exp(ns - (Ob ^ Om))) - ((h ^ Om) / 0.8935695))"
29,4.370459e-5,"((((Tv - log((zt + (1.7572299 ^ (-38.03521 + LX))) ^ s8)) / 2.5825527) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ ns)) / 0.8865356))"
30,3.5396533e-5,"((((Tv - (log((zt - -2.1663663) + exp(LX + -39.5873)) * s8)) / 2.5810344) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.7916669)) / 0.86845285))"
31,3.2449138e-5,"((((Tv - log(((2.635613 + zt) + (Tv ^ (-40.06528 + LX))) ^ s8)) / 2.582979) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.77945876)) / 0.86676234))"
32,2.8316399e-5,"((((Tv - (log((zt - -2.1664228) + exp(LX + -39.587193)) * s8)) / 2.5824578) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.7879923)) / (0.8633924 ^ ns)))"
33,2.5524625e-5,"((((Tv - (log((2.6342392 + zt) + (Tv ^ (-40.065285 + LX))) * s8)) / 2.5829785) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.7923338)) / (0.8640271 ^ ns)))"
34,2.4608114e-5,"((((Tv - log((((Tv ^ (-40.065258 + LX)) + zt) + exp(s8)) ^ s8)) / 2.5946999) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.79247624)) / (0.8632819 ^ ns)))"
35,2.3529617e-5,"((((Tv - log(((3.0576732 + (zt + (Tv ^ (LX + -40.06869)))) ^ s8) - 0.5234162)) / 2.616029) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.7851067)) / (0.86295384 ^ ns)))"
36,2.3502247e-5,"((((Tv - log(((zt + (3.07634 + (Tv ^ (-40.06859 + LX)))) ^ s8) - 0.62319434)) / exp(0.9677523)) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.78635854)) / (0.8647977 ^ ns)))"
37,2.3191973e-5,"((((Tv - log(((((h / 0.14778058) ^ (-40.067055 + LX)) + (zt + 3.0577235)) ^ s8) - 0.5239303)) / 2.620201) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.7944545)) / (0.8655099 ^ ns)))"
38,2.31233e-5,"((((Tv - log(((3.058565 + (zt + ((h / 0.14629866) ^ (-40.074257 + LX)))) ^ s8) - 0.62157124)) / exp(0.9684245)) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.78767735)) / (0.86528546 ^ ns)))"
39,2.2601253e-5,"(((((Tv + (s8 ^ LX)) - log(((3.054479 + (zt + (Tv ^ (-40.068542 + LX)))) ^ s8) - 0.62541515)) / 2.6159644) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.792762)) / (0.86151224 ^ ns)))"
41,2.204014e-5,"(((((Tv + (s8 ^ LX)) - log(((3.0555677 + ((zt + (Tv ^ (-40.07142 + LX))) + Om)) ^ s8) - 0.7124649)) / 2.6181452) - exp(ns - (Ob ^ Om))) - ((h ^ (Om ^ 0.7932037)) / (0.8631171 ^ ns)))"
