Complexity,Loss,Equation
1,0.009118473,"-2.0388691"
3,0.006715068,"(-1.7183121 - Om)"
4,0.0058962447,"log(zt ^ -0.6188939)"
5,0.0037991356,"(-1.7934246 * (Om + s8))"
6,0.0036944798,"((log(zt) / -2.6919987) - s8)"
7,0.002706543,"((-1.0486971 - Om) * (h + s8))"
8,0.0019208273,"((0.93269336 ^ zt) - (exp(Om) + s8))"
9,0.0014758825,"((((-0.030106096 * Om) * zt) - s8) - ns)"
10,0.00094826537,"((0.9217306 ^ (zt ^ s8)) - (exp(Om) + ns))"
11,0.00055713946,"((Ob - ((zt ^ 0.18329892) ^ s8)) * (ns + Om))"
12,0.0005445774,"((Ob - ((log(zt) * s8) ^ 0.4994435)) * (ns + Om))"
13,0.00027906714,"(((((Ob ^ Om) / h) - (zt ^ 0.19293272)) * s8) - ns)"
14,0.0002752667,"(((((Ob ^ Om) / h) - (log(zt) ^ 0.5340225)) * s8) - ns)"
15,0.00014238928,"(((((Ob ^ Om) / h) - (zt ^ 0.19790058)) * s8) - (ns ^ 1.7231016))"
16,0.00011826175,"((((((Ob ^ Om) / ns) / h) - (log(zt) ^ 0.5436617)) * s8) - ns)"
17,5.7313242e-5,"((((Ob / Om) ^ Om) - (((zt ^ s8) * h) ^ 0.22008498)) - (ns ^ 1.8700362))"
19,4.6285608e-5,"((((Ob / Om) ^ Om) - (((zt ^ s8) * h) ^ 0.21973741)) - (ns ^ (1.4983076 / s8)))"
20,1.6593684e-5,"((((Ob / Om) ^ Om) - (log(((zt + 4.452508) ^ s8) * h) ^ 0.5725554)) - (ns ^ 1.8434942))"
21,1.6563044e-5,"((((Ob / Om) ^ Om) - (log(((zt + exp(1.5126386)) ^ s8) * h) ^ 0.57199854)) - (ns ^ 1.8448089))"
22,1.0655169e-5,"((((Ob / Om) ^ Om) - (log(((zt + (Ob ^ -0.49822742)) ^ s8) * h) ^ 0.5721157)) - (ns ^ 1.8340757))"
24,9.80706e-6,"(((((Ob / Om) ^ 1.0328146) ^ Om) - (log(((zt + (Ob ^ -0.46826217)) ^ s8) * h) ^ 0.56800056)) - (ns ^ 1.849989))"
26,9.26258e-6,"((((Ob / Om) ^ (Om * 1.0322229)) - (log((((zt + (Ob ^ -0.514701)) - h) ^ s8) * h) ^ 0.5685245)) - (ns ^ 1.8499472))"
28,9.017152e-6,"(((((Ob / Om) ^ 1.0381194) ^ Om) - (log(((zt + ((Ob ^ -0.52205986) - (h / s8))) ^ s8) * h) ^ 0.56749845)) - (ns ^ 1.8478434))"
30,6.0835946e-6,"(((((Ob ^ ((Om / 0.33340177) ^ (h - 0.65090454))) / Om) ^ Om) - (log(((zt + (Ob ^ -0.50093126)) ^ s8) * h) ^ 0.5726392)) - (ns ^ 1.849989))"
32,5.268543e-6,"(((((Ob ^ ((Om / 0.33425105) ^ ((Ob - 0.699884) + h))) / Om) ^ Om) - (log(((zt + (Ob ^ -0.5003399)) ^ s8) * h) ^ 0.57266974)) - (ns ^ 1.8493629))"
33,4.248566e-6,"((((Ob / Om) ^ ((((Om / 0.33470476) ^ exp(Ob / 0.114387244)) ^ h) * 0.33450064)) - (log(((zt + (Ob ^ -0.49586743)) ^ s8) * h) ^ 0.57300794)) - (ns ^ 1.8475001))"
35,3.420247e-6,"(((((Ob / Om) ^ Om) ^ (((Ob ^ -0.36781546) * Om) ^ (log(h) + (Ob / 0.11421407)))) - (log(((zt + (Ob ^ -0.49546266)) ^ s8) * h) ^ 0.57296574)) - (ns ^ 1.843494))"
36,3.2227108e-6,"(((((Ob / Om) ^ (((Ob ^ -0.35954162) * Om) ^ (log(h) + (Ob / 0.11357822)))) ^ Om) - (log(((zt + log(Ob ^ -1.4826343)) ^ s8) * h) ^ 0.57323956)) - (ns ^ 1.849948))"
37,3.067407e-6,"((((Ob / Om) ^ ((((Ob ^ -0.36679554) * Om) ^ (log(h) + (Ob / (0.1049961 ^ ns)))) * Om)) - (log(((zt + (Ob ^ -0.49389973)) ^ s8) * h) ^ 0.5732983)) - (ns ^ 1.8478434))"
38,2.8928139e-6,"((((Ob / Om) ^ ((((Ob ^ -0.35970652) * Om) ^ ((log(h) / ns) - (Ob / -0.10960111))) * Om)) - (log(((zt + log(Ob ^ -1.4818804)) ^ s8) * h) ^ 0.57335526)) - (ns ^ 1.8526992))"
40,2.5944132e-6,"(((((Ob / Om) ^ Om) ^ (((h * (Ob ^ -0.4882694)) * Om) ^ (log(h) + (Ob / (0.105843864 ^ ns))))) - (log(((zt + log(Ob ^ -1.4842944)) ^ s8) * h) ^ 0.5732566)) - (ns ^ 1.8637265))"
