Complexity,Loss,Equation
1,0.008480538,"-2.0885756"
3,0.005166654,"(-1.7685624 - Om)"
4,0.005030024,"(-0.7099546 - exp(Om))"
5,0.0023944208,"((-0.9485538 - Om) - s8)"
6,0.0022319301,"((exp(Om) * -0.92019355) - s8)"
7,0.00092424144,"(((-1.0221531 - s8) * ns) - Om)"
8,0.0006704214,"((Ob - (exp(Om) * ns)) - s8)"
9,0.00031801363,"(((h * Om) + ns) * (-0.95845765 - s8))"
11,0.00013435986,"(((h ^ Om) + s8) * (Ob - (ns + Om)))"
12,0.0001279739,"((((h * Om) + ns) * (-1.04965 - s8)) / exp(Ob))"
13,0.00011602087,"(((Om * 0.7341708) + ns) * ((-1.0627271 - s8) + (Ob ^ h)))"
14,0.00010614388,"(((((h + 0.0683636) * Om) + ns) * (-1.0153699 - s8)) / exp(Ob))"
15,0.000104696104,"(((Om * h) + ns) * ((-1.0622408 - s8) + (Ob * (2.3977103 - Om))))"
16,9.769956e-5,"(((Om * h) + ns) * ((-1.0532786 - s8) + (Ob * exp(ns - Om))))"
17,9.557261e-5,"(((Om * h) + ns) * ((-1.0589098 - s8) + (Ob * exp(ns / exp(Om)))))"
18,9.5378804e-5,"(((Om * h) + ns) * ((-1.0615242 - s8) + (Ob / exp((Om * 0.7399682) - ns))))"
19,9.487199e-5,"(((Om * h) + ns) * (-1.0616333 + ((Ob * exp(ns / (exp(Om) - Ob))) - s8)))"
20,9.446251e-5,"(((Om * h) + ns) * ((-1.0601071 - s8) + (exp((ns / (Om - -0.9102823)) ^ 1.394001) * Ob)))"
21,9.380143e-5,"(((Om * h) + ns) * ((-1.0655496 - s8) + (Ob * exp((zt ^ 0.028360942) / (exp(Om) / ns)))))"
23,9.160483e-5,"(((Om * h) + ns) * ((-1.0643818 - s8) + (Ob * exp((((ns * 1.0712221) ^ Ob) ^ zt) / exp(Om)))))"
24,9.116759e-5,"(((Om * h) + ns) * ((-1.0641737 - s8) + (Ob * exp(((0.05915837 + ns) ^ (-0.60056776 / log(h))) / exp(Om)))))"
25,8.029281e-5,"(((Om * h) + ns) * ((-1.0624522 - s8) + (Ob * exp(((0.042970095 + ns) ^ ((0.3430713 + h) ^ zt)) / exp(Om)))))"
26,7.4854666e-5,"(((Om * h) + ns) * ((-1.0621418 - s8) + (Ob * exp(((0.04088672 + ns) ^ ((0.43109843 + log(h)) / 0.024588298)) / exp(Om)))))"
28,6.6336615e-5,"(((Om * h) + ns) * ((-1.0621809 - s8) + (Ob * exp(((0.040550426 + ns) ^ ((3.622915 - (h ^ log(Ob))) / 0.2182732)) / exp(Om)))))"
30,6.440511e-5,"(((Om * h) + ns) * ((-1.0622774 - s8) + (Ob * exp(((0.041403085 + ns) ^ ((3.622878 - (h ^ log(Ob))) / (1.0490364 - s8))) / exp(Om)))))"
32,6.339276e-5,"(((Om * h) + ns) * ((-1.0625817 - s8) + (Ob * exp((((Ob * s8) + ns) ^ ((3.596233 - (Ob ^ log(h))) / (1.05578 - s8))) / exp(Om)))))"
