Complexity,Loss,Equation
1,0.0092001995,"-2.033668"
3,0.006325324,"(-1.7159923 - Om)"
4,0.005919615,"(-0.6588533 - exp(Om))"
5,0.004005916,"((s8 + Om) * -1.7939479)"
6,0.0038890915,"(0.15669549 - (exp(Om) + s8))"
7,0.0025555198,"((-0.7733733 - s8) * (ns + Om))"
8,0.0019670525,"(((0.93324465 ^ zt) - exp(Om)) - s8)"
9,0.0017100386,"(((0.90277565 ^ zt) - ns) - (Om + s8))"
10,0.0009524621,"(((0.9221921 ^ (zt ^ s8)) - exp(Om)) - ns)"
11,0.0006367634,"(((5.6444654 / zt) - (s8 + 0.9839503)) * (ns + Om))"
12,0.00051114947,"(((Ob - s8) - (log(zt) * 0.24920627)) * (ns + Om))"
13,0.00032439036,"(((Ob / (zt / 107.1379)) - (s8 + 0.9719048)) * (ns + Om))"
14,0.00027296404,"(((Ob ^ h) - ((log(zt) * 0.2743314) + s8)) * (ns + Om))"
15,0.00011741745,"((((5.6445065 / zt) + ((Ob ^ h) - s8)) - 1.1167568) * (ns + Om))"
16,9.3722076e-5,"((((5.644584 / zt) + (exp(Ob ^ h) - s8)) - 2.1260898) * (ns + Om))"
17,5.713449e-5,"(((((5.6454535 / zt) + ((Ob + Ob) ^ h)) - 1.1954727) - s8) * (ns + Om))"
18,4.8273272e-5,"(((((5.6460013 / zt) + (exp(Ob ^ h) - 2.1649098)) - s8) * (ns + Om)) + Ob)"
19,3.801572e-5,"(((((5.6435075 / zt) + (((Ob ^ h) / ns) - s8)) - 1.1715746) + Ob) * (ns + Om))"
20,3.3694425e-5,"(((((5.642096 / zt) + (exp(Ob ^ h) - s8)) - 2.181614) + (Ob ^ ns)) * (ns + Om))"
21,2.6794263e-5,"(((((5.6412745 / zt) + (((Ob ^ h) / ns) - s8)) - 1.182826) + (Ob / s8)) * (ns + Om))"
22,1.6443186e-5,"((((ns - (log(0.11230898 * zt) * -0.35580978)) * (0.048352774 - s8)) - (Om + ns)) + ((Ob / Om) ^ h))"
24,1.392172e-5,"(((((ns - (log(0.124517374 * zt) * -0.33571872)) * (-0.002052754 - s8)) - ns) - Om) + ((Ob / Om) ^ (h * 0.8055455)))"
26,1.1596372e-5,"((((ns - (log(0.15046696 * zt) * -0.29251248)) * ((0.8179919 ^ zt) - s8)) - Om) + (((Ob / Om) ^ (h * 0.82369745)) - ns))"
28,1.0253429e-5,"(((((ns - (log(0.12831035 * zt) * -0.30127603)) * (((0.7721323 ^ s8) ^ zt) - s8)) - ns) - Om) + ((Ob / Om) ^ (h / 1.126272)))"
30,9.527891e-6,"(((((ns - (log(0.12825571 * zt) * -0.30126497)) * (((0.72139835 + Ob) ^ (zt * s8)) - s8)) - ns) - Om) + ((Ob / Om) ^ (h / 1.126302)))"
32,8.9788955e-6,"((((ns - (log(0.19700372 * zt) * -0.33490238)) * ((((0.78422385 ^ s8) ^ zt) - s8) * 0.8684293)) - (Om + (ns * 1.0946585))) + ((Ob / Om) ^ (0.71959466 * h)))"
34,8.665849e-6,"((((ns - (log(0.2010236 * zt) * -0.3386445)) * ((((0.7682464 ^ zt) ^ (s8 - Ob)) - s8) * 0.86585397)) - (Om + (ns * 1.0891087))) + ((Ob / Om) ^ (0.7169624 * h)))"
36,8.227043e-6,"((((ns - (log(0.20097785 * zt) * -0.3386374)) * ((((0.73854095 ^ (s8 + (Ob / -0.3386374))) ^ zt) - s8) * 0.8658506)) - (Om + (ns * 1.0891087))) + ((Ob / Om) ^ (0.7169624 * h)))"
38,7.986902e-6,"((((ns - (log(0.19821781 * zt) * -0.33766317)) * (((0.73938066 ^ ((s8 + (Ob / -0.3243617)) * zt)) - s8) * 0.8629163)) - (Om + (ns * 1.0985774))) + ((Ob / Om) ^ (0.78311324 * (0.9141631 * h))))"
40,7.871889e-6,"((((ns - (log(0.19707382 * zt) * -0.33670446)) * ((((0.7392924 ^ ((s8 - (Ob / 0.32526553)) * zt)) - s8) - 0.0065950863) * 0.8619267)) - (Om + (ns * 1.0977589))) + ((((Ob / Om) ^ 0.7827152) ^ h) ^ 0.9041128))"
