Complexity,Loss,Equation
1,0.013441875,"-2.042695"
3,0.009722461,"(-1.7186552 - Om)"
4,0.00854298,"(log(zt) / -1.6124796)"
5,0.00486802,"((Om + s8) * -1.7837706)"
7,0.0033544186,"(((Om + s8) * -1.856305) * ns)"
8,0.0030218037,"(((0.9341202 ^ zt) - exp(Om)) - s8)"
9,0.0022280042,"((ns + Om) * ((s8 / -0.8919442) - h))"
10,0.0015223308,"(((0.9227469 ^ (zt ^ s8)) - ns) - exp(Om))"
11,0.0013371101,"(((((3.4518096 / zt) ^ Om) - ns) - s8) / 0.61952984)"
12,0.00093179056,"((((0.88654244 ^ h) ^ (zt ^ s8)) - exp(Om)) - ns)"
13,0.0006510433,"(((((3.6896088 / zt) ^ Om) - ns) - s8) / (0.5642606 + Ob))"
14,0.00039486383,"(log((((zt + (h / Ob)) ^ ns) * Om) ^ -0.50425464) - s8)"
15,0.00021711284,"(((((3.0397549 / zt) ^ Om) - s8) - ns) / (0.5550665 + (Ob / h)))"
16,0.00015613508,"(log(((((zt * s8) + (h / Ob)) ^ ns) * Om) ^ -0.53085446) - s8)"
17,0.00014995289,"(((((4.266334 / zt) ^ Om) - ns) - s8) / (0.54047686 + (s8 / (h / Ob))))"
18,7.411997e-5,"log(((((((zt + (0.93596804 / Ob)) * h) ^ ns) * Om) ^ -0.49187616) * 0.30715752) / s8)"
19,7.411727e-5,"log(((((((zt + (exp(-0.06555725) / Ob)) * h) ^ ns) * Om) ^ -0.4918773) * 0.30717123) / s8)"
20,4.421762e-5,"log((((((zt + (s8 / Ob)) * (h ^ 0.7615191)) ^ ns) * Om) ^ -0.50509053) * (0.3212624 ^ s8))"
22,2.492869e-5,"log((((((zt + ((s8 ^ 0.41064402) / Ob)) * (h ^ 0.76199347)) ^ ns) * Om) ^ -0.50538677) * (0.33022612 / s8))"
23,2.4926228e-5,"log((((((zt + ((s8 ^ exp(-0.89276063)) / Ob)) * (h ^ 0.7619934)) ^ ns) * Om) ^ -0.5053839) * (0.33023715 / s8))"
24,2.368435e-5,"log(((((((((s8 ^ 0.40606135) / Ob) + zt) * (h ^ 0.7520312)) ^ ns) * Om) + 1.2343385) ^ -0.57110894) * (0.41191348 / s8))"
26,2.285412e-5,"log(((((((zt + (((s8 ^ 0.40575677) / Ob) + s8)) * (h ^ 0.7519822)) ^ ns) * Om) + 1.1263475) ^ -0.5670946) * (0.40916696 / s8))"
28,1.6691753e-5,"log(((((((zt + ((s8 / Ob) ^ 0.8572011)) * h) ^ ns) * (Om * ns)) ^ (-0.46514562 + (Ob ^ (Om + 0.6424345)))) * 0.23524371) / s8)"
30,1.6150208e-5,"log(((((((((zt + ((s8 / Ob) ^ 0.8563966)) * h) - -0.33693138) ^ ns) * ns) * Om) ^ (-0.46506488 + (Ob ^ (Om + 0.64248556)))) * 0.23635258) / s8)"
31,1.6120035e-5,"log(((((((((zt + ((s8 / Ob) ^ 0.87812275)) * h) ^ ns) + 0.6842144) * Om) * ns) ^ (-0.47035488 + (Ob ^ exp(Om + -0.30902547)))) * 0.2459297) / s8)"
32,1.53309e-5,"log((((((((zt + ((s8 / Ob) ^ 0.8825903)) * h) * ns) ^ ns) * Om) ^ (-0.47018236 + (Ob ^ ((Om + 0.6598496) ^ (h + Om))))) * 0.24126345) / s8)"
34,1.3131681e-5,"log((((((((zt + ((s8 / Ob) ^ 0.8825396)) * ns) * h) ^ ns) * Om) ^ (-0.46989614 + (Ob ^ ((Om + 0.6663938) ^ ((h + Om) ^ 2.8768427))))) * 0.24183972) / s8)"
36,1.16940355e-5,"log(((((((((zt + ((s8 / Ob) ^ 0.872185)) * h) ^ ns) + 0.7606463) * Om) * ns) ^ (-0.47219694 + (Ob ^ ((Om + 0.66671) ^ ((h + Om) ^ 2.8784664))))) * 0.24528304) / s8)"
37,1.11063055e-5,"log(((((((((zt + ((s8 / Ob) ^ 0.87217474)) * h) ^ ns) + 0.9667632) * Om) * ns) ^ (-0.4753807 + (Ob / ((Om + 0.67189974) ^ exp((Om + h) ^ 3.0397549))))) / s8) * 0.24811411)"
38,1.0764934e-5,"log(((((((zt + ((s8 / Ob) ^ 0.87187266)) * h) ^ ns) + ns) * (Om * ns)) ^ (-0.47450712 + (Ob / ((Om + 0.6760715) ^ (((Om + h) / 0.7082205) ^ 3.0249405))))) * (0.2479108 / s8))"
39,1.0697819e-5,"log(((((((((zt + (((s8 / Ob) - h) ^ 0.8721849)) * h) ^ ns) + ns) * Om) * ns) ^ (-0.47440407 + (Ob / ((Om + 0.67189974) ^ exp((Om + h) ^ 3.090675))))) * 0.24657826) / s8)"
40,1.0128084e-5,"log((((((((zt + ((s8 / Ob) ^ 0.87187266)) * h) ^ ns) + ns) * (Om * ns)) ^ (-0.47435248 + (Ob / (((Om + 0.6761018) ^ s8) ^ (((Om + h) / 0.6631714) ^ 3.0379887))))) * 0.24780819) / s8)"
