Complexity,Loss,Equation
1,0.34776655,"7.490267"
3,0.13411756,"(zt ^ 0.60725707)"
4,0.08911309,"exp(zt ^ 0.21148816)"
5,0.063380755,"((zt / Ob) ^ 0.3191385)"
6,0.048603885,"exp(zt ^ (0.26103005 - Ob))"
7,0.047445156,"(((zt - 5.8355145) / Ob) ^ 0.3317303)"
8,0.03274369,"(log(zt / h) ^ (Ob ^ -0.14336775))"
10,0.030794092,"((log(zt / h) ^ (Ob ^ -0.13626072)) + Om)"
11,0.023570998,"((-123.123314 / (zt / h)) - ((Ob + -0.3142256) * LX))"
12,0.020227805,"(Om - (((exp(h) / zt) + (-0.30215946 + Ob)) * LX))"
13,0.017673107,"(Om - (((h * (3.097824 / zt)) + (-0.30679798 + Ob)) * LX))"
14,0.01680328,"(log(Om) - (((h * (3.0976825 / zt)) + (-0.3435595 + Ob)) * LX))"
15,0.014331623,"(((zt ^ 0.51446754) - (((Ob + -0.2194765) * LX) - -5.6741753)) / (h ^ Om))"
16,0.013408259,"((log(Om) * s8) - (((h * (3.098869 / zt)) + (-0.33827192 + Ob)) * LX))"
17,0.011414804,"(((zt ^ 0.5087088) - (((Ob + -0.21309108) * LX) - -5.508492)) / (h ^ (Om ^ s8)))"
18,0.01118971,"((log(zt ^ 2.7175343) - (((Ob + -0.21325937) * LX) - -9.106454)) / (h ^ (Om ^ s8)))"
19,0.009379333,"(((zt ^ 0.50876385) - ((((Ob * ns) + -0.2138552) * LX) - -5.615002)) / (h ^ (Om ^ s8)))"
21,0.008834435,"(((zt ^ 0.5138395) - ((((Ob * ns) + -0.21760894) * LX) - -5.674222)) / ((h + Ob) ^ (Om ^ s8)))"
22,0.007598345,"(((zt / h) ^ 0.49949312) - (((((Ob + -0.20365688) * LX) - -5.839675) - (Om * (Tv - exp(ns)))) / s8))"
23,0.0068969196,"(((zt / h) ^ 0.49904376) - ((((((Ob * ns) + -0.19675452) * LX) - -5.61377) - (Om * (Tv - 2.6685221))) / s8))"
24,0.006814176,"(((zt / h) ^ 0.4991587) - (((((Ob + -0.20859116) * LX) - -6.0811667) - (Om * (Tv - exp(ns ^ 2.8035064)))) / s8))"
25,0.006637182,"(((zt / h) ^ 0.4987236) - (((((Ob + -0.20254603) * LX) - -6.1428885) - (Om * ((-5.1438837 * Om) + (Tv / ns)))) / s8))"
26,0.0065302853,"(((zt / h) ^ 0.499068) - (((((Ob + -0.20397648) * LX) - -5.1992764) - log(Om * ((-5.1834383 * Om) + (Tv / ns)))) / s8))"
27,0.006075551,"(((zt / h) ^ 0.49905866) - (((((Ob + -0.20222333) * LX) - -6.1423254) - (Om * (((ns ^ 4.6430016) * (-5.4050355 * Om)) + Tv))) / s8))"
28,0.005985223,"(((zt / h) ^ 0.49880254) - (((((Ob + -0.20339552) * LX) - -5.1992936) - log(Om * ((((ns ^ 4.7161293) * Om) * -5.1992936) + Tv))) / s8))"
30,0.0057900827,"(((zt / h) ^ 0.4953296) - (((((Ob + -0.20479941) * LX) - -5.1834383) - log(Om * ((((ns ^ zt) - -1.7208982) * (-2.0786266 * Om)) + Tv))) / s8))"
31,0.0054122563,"(((zt / h) ^ 0.4949678) - (((((Ob + -0.2110939) * LX) - -6.433079) / 0.8580972) - ((Om * ((((ns ^ zt) - -1.6855273) * (-2.1033626 * Om)) + Tv)) / s8)))"
33,0.005228893,"(((zt / h) ^ 0.49490356) - ((((((Ob + -0.21100624) * LX) - -6.432893) * h) * 1.7385856) - ((Om * ((((ns ^ zt) - -1.6855278) * (-2.083769 * Om)) + Tv)) / s8)))"
34,0.0051521645,"(((zt / h) ^ 0.49444014) - (((((Ob + -0.20992568) * LX) - -6.432969) * 1.1679486) - (Om * ((log((((ns ^ zt) - -1.941003) * (-2.0254323 * Om)) + Tv) / 0.3333116) / s8))))"
36,0.004985391,"(((zt / h) ^ 0.49444026) - ((((((Ob + -0.20992565) * LX) - -6.432969) * 1.7409408) * h) - (Om * ((log((((ns ^ zt) - -1.941003) * (-2.0254323 * Om)) + Tv) / 0.3333116) / s8))))"
37,0.004982095,"(((zt / h) ^ 0.4944402) - (((((Ob + -0.2099218) * LX) - -6.432968) * (exp(h) - 0.7919835)) - (Om * ((log((((ns ^ zt) - -1.941003) * (-2.0254323 * Om)) + Tv) / s8) / 0.3333116))))"
38,0.0049205576,"((((zt / h) + -1.0655383) ^ 0.4933722) - (((((Ob + -0.21218735) * LX) - -6.432839) * (h / 0.5788455)) - (Om * ((log((((ns ^ zt) - -1.9394525) * (-2.025415 * Om)) + Tv) / 0.3332579) / s8))))"
39,0.004916771,"((((zt / h) + -1.0655326) ^ 0.493422) - (((((Ob + -0.2121505) * LX) - -6.4328375) * (exp(h) - 0.79255974)) - (Om * ((log((((ns ^ zt) - -1.9394544) * (-2.025421 * Om)) + Tv) / 0.33323687) / s8))))"
40,0.0048662247,"((((zt / h) - 0.97521544) ^ 0.49339902) - ((((((Ob + -0.21229799) * LX) - -6.43289) * 1.7364167) * h) - (Om * ((log((((ns ^ (zt * s8)) - -1.9409705) * (-2.0204563 * Om)) + Tv) / 0.33256155) / s8))))"
41,0.004122813,"(((zt / h) ^ 0.49540597) - (((((Ob + -0.2139187) * LX) - -6.4329586) / 0.8610275) - (Om * (exp(log((((ns ^ zt) - -1.3772264) * (-1.8571831 * Om)) + (Tv - h)) ^ ((h + Om) ^ 8.750614)) / s8))))"
43,0.0038290136,"(((zt / h) ^ 0.49530047) - (((((Ob + -0.21400294) * LX) - -6.432889) * (1.7301059 * h)) - ((exp(log(((((ns ^ zt) - -1.3794352) * (-1.8630255 * Om)) + Tv) - h) ^ ((h + Om) ^ 8.841035)) * Om) / s8)))"
44,0.003681313,"(((zt / h) ^ 0.49550614) - (((((Ob + -0.21405514) * LX) - -6.4329534) * 1.1594366) - (Om * (exp(log(((((ns ^ zt) - -1.3921095) * (-1.8611752 * Om)) + Tv) - h) ^ (log((h + Om) ^ 11.452621) + 1.1252278)) / s8))))"
46,0.0034383992,"(((zt / h) ^ 0.49561778) - (((((Ob + -0.21410683) * LX) - -6.432952) * (h / 0.5788619)) - (Om * (exp(log(((((ns ^ zt) - -1.4080583) * (-1.8682309 * Om)) + Tv) - h) ^ (log((h + Om) ^ 11.321893) - -1.1081262)) / s8))))"
47,0.0034319486,"(((zt / h) ^ 0.4956231) - (((((Ob + -0.21410874) * LX) - -6.432952) * (exp(h) - 0.79978955)) - (Om * (exp(log(((((ns ^ zt) - -1.409122) * (-1.8682309 * Om)) + Tv) - h) ^ (log((h + Om) ^ 11.321893) - -1.1132101)) / s8))))"
48,0.0033106487,"(((zt / h) ^ 0.49606058) - (((((Ob + -0.21397561) * LX) - -6.4329557) * (1.727821 * h)) - (Om * (exp(log(((((ns ^ zt) - -1.4268491) * (-1.8682569 * Om)) + Tv) - h) ^ (log((h + Om) ^ (Om ^ -2.0109243)) - -1.1885467)) / s8))))"
50,0.0032383804,"(((zt / h) ^ 0.4949817) - (((((Ob + -0.21464258) * LX) - -6.433079) * (1.7218497 * h)) - (Om * (exp(log(((((ns ^ (zt - Tv)) - -1.3976694) * (-1.8571663 * Om)) + Tv) - h) ^ (log((h + Om) ^ (Om ^ -2.0423172)) - -1.2045442)) / s8))))"
51,0.0031614276,"(((zt / h) ^ 0.4934106) - (((((Ob + -0.21464221) * LX) - -6.4330053) * (1.7195243 * h)) - (Om * (((log(((((ns ^ (zt - 11.415852)) - -1.3410951) * (-1.7981102 * Om)) + Tv) - h) ^ (log((h + Om) ^ (Om ^ -2.0637043)) + 1.1878078)) / s8) / 0.3540051))))"
52,0.0031394702,"(((zt / h) ^ 0.49337745) - (((((Ob + -0.21458125) * LX) - -6.4328375) * (1.7194936 * h)) - (Om * (((log(((((ns ^ (zt - 11.394359)) - -1.343074) * (-1.7931055 * Om)) + Tv) - h) ^ (log((h + Om) ^ (0.13996023 ^ log(Om))) + 1.1812141)) / s8) / 0.35400873))))"
