Complexity,Loss,Equation
1,0.34726277,"7.41096"
3,0.14179441,"(zt ^ 0.60507864)"
4,0.10760088,"exp(zt ^ 0.21023071)"
5,0.08665235,"((zt / Ob) ^ 0.31763685)"
6,0.069008484,"exp(zt ^ (0.25974992 - Ob))"
7,0.048998177,"((zt / h) ^ (0.5903007 - Ob))"
8,0.035362188,"(log(zt / h) ^ (Ob ^ -0.14187081))"
10,0.03128964,"log((zt ^ ((Ob * h) ^ -0.28017932)) * Om)"
11,0.021878129,"((1.5500275 - (log(zt / h) + Om)) * log(Ob))"
12,0.019556219,"((exp(h) - log(zt / 0.4106793)) * (log(Ob) - Om))"
14,0.01863435,"(((exp(h ^ Tv) - log(zt)) - Om) * log(Ob * ns))"
15,0.016115746,"log(((((zt / ns) - log(E0)) / h) ^ (Ob ^ -0.30091223)) * Om)"
16,0.015292805,"log(((((zt / ns) - (E0 ^ 0.2769243)) / h) ^ (Ob ^ -0.29929236)) * Om)"
17,0.012919148,"log((((((zt / ns) - log(E0)) / h) ^ (Ob ^ -0.2930592)) * Om) / s8)"
18,0.011938991,"log(((((zt / ns) - (E0 ^ 0.28336325)) / h) ^ (Ob ^ -0.2926671)) * (Om / s8))"
20,0.011470784,"log(((((zt - log(E0)) / h) ^ log((Ob * ns) ^ -0.766347)) / s8) * (Om / h))"
21,0.010641631,"log((((zt - (E0 ^ 0.2870487)) / h) ^ log((Ob * ns) ^ -0.76717776)) * ((Om / h) / s8))"
22,0.009857458,"log((((((zt / ns) - (E0 ^ 0.28203243)) / h) ^ (Ob ^ -0.29285455)) * Om) * (Tv * (0.20061551 ^ s8)))"
23,0.009781108,"log(((((zt / ns) - (E0 ^ 0.27694407)) / h) ^ (Ob ^ -0.29786223)) * ((Tv * Om) * (exp(-1.7921784) ^ s8)))"
24,0.009255212,"log((((((zt / ns) - (E0 ^ 0.2768089)) / h) ^ (Ob ^ -0.29562765)) * (Tv - h)) * ((0.21756767 ^ s8) * Om))"
25,0.008986677,"log((((((zt / ns) - log(E0 - 264.3711)) / h) ^ (Ob ^ -0.29489237)) * (Om * (0.21745555 ^ s8))) * (Tv - h))"
26,0.008921698,"log((((((zt / ns) - log(E0 - exp(LX / 7.3311396))) / h) ^ (Ob ^ -0.29469228)) * (Tv * (0.18153125 ^ s8))) * Om)"
27,0.0081812935,"log((((((zt / ns) - log(E0 - exp(LX / exp(1.9450241)))) / h) ^ (Ob ^ -0.294068)) * (Tv * (0.1793158 ^ s8))) * Om)"
28,0.008118947,"log((((((zt / ns) - log(E0 - exp(LX / (7.331746 - Om)))) / h) ^ (Ob ^ -0.29410514)) * (Tv * (0.17932211 ^ s8))) * Om)"
29,0.007502837,"log((((((zt / ns) - log(E0 - exp(LX / exp(1.9448276)))) / h) ^ (Ob ^ -0.29876867)) * ((Tv - h) * (0.18837371 ^ s8))) * Om)"
31,0.0067888964,"log((((((zt / ns) - log(E0 - exp(exp(LX / 7.3582277) ^ 0.3186021))) / h) ^ (Ob ^ -0.29876867)) * ((Tv - h) * (0.18837371 ^ s8))) * Om)"
33,0.005476191,"log((((((zt / ns) - log(E0 - exp((exp(LX / 7.3582277) / LX) - 0.31300652))) / h) ^ (Ob ^ -0.29876867)) * ((Tv - h) * (0.18837371 ^ s8))) * Om)"
35,0.004928934,"log((((((zt / ns) - log((ns * E0) - exp((exp(LX / 7.3582277) / LX) - 0.31300652))) / h) ^ (Ob ^ -0.29876867)) * ((Tv - h) * (0.18837371 ^ s8))) * Om)"
37,0.0048369523,"log((((((zt / ns) - log(((ns ^ 1.5012403) * E0) - exp((exp(LX / 7.3582277) / LX) - 0.3186021))) / h) ^ (Ob ^ -0.29876867)) * ((Tv - h) * (0.18837371 ^ s8))) * Om)"
39,0.0048066797,"log(((((((zt + Ob) / ns) - log(((ns ^ 1.5012403) * E0) - exp((exp(LX / 7.3582277) / LX) - 0.3186021))) / h) ^ (Ob ^ -0.29876867)) * ((Tv - h) * (0.18837371 ^ s8))) * Om)"
