Complexity,Loss,Equation
1,0.3472628,"7.410993"
2,0.34726277,"log(1654.0135)"
3,0.1417944,"(zt ^ 0.6050846)"
4,0.107600816,"exp(zt ^ 0.21023302)"
5,0.08665234,"((Ob / zt) ^ -0.3176369)"
6,0.06900719,"exp(zt ^ (0.259771 - Ob))"
7,0.04899817,"((zt / h) ^ (0.5903008 - Ob))"
8,0.03685924,"(((Ob / zt) ^ -0.4238286) / exp(h))"
9,0.03005672,"((zt / h) ^ (0.63768345 / (zt ^ Ob)))"
10,0.023762291,"exp(zt ^ ((0.23442656 - Ob) / (h ^ Om)))"
11,0.021479543,"exp(zt ^ (log(1.2526925 - Ob) / (h ^ Om)))"
12,0.020128964,"exp((zt / (h - (Om - h))) ^ (0.26111844 - Ob))"
13,0.017354835,"((zt / h) ^ (0.6264418 / (((zt / Om) / Tv) ^ Ob)))"
14,0.015822785,"(((Ob / (zt - log(E0))) ^ -0.3062983) / (h ^ (Om ^ s8)))"
15,0.015614219,"log((Ob / ((zt + (LX - 37.192127)) ^ log(Ob * h))) * Om)"
16,0.013494489,"((((Ob / (zt - log(E0))) * ns) ^ -0.30438018) / (h ^ (Om ^ s8)))"
17,0.012798171,"log((Om / (((zt + (1128.7924 / E0)) / ns) ^ log(Ob * h))) * Ob)"
18,0.011581175,"(((((Ob * ns) / (zt - log(E0))) ^ -0.31311914) / (h ^ (Om ^ s8))) + -0.40881085)"
19,0.009662475,"log(((Ob ^ ns) * Om) / ((zt - (-384.37848 / (E0 ^ s8))) ^ log(Ob * h)))"
21,0.008172361,"log(((Ob ^ ns) * Om) / ((zt + ((1.1604997 ^ LX) / (E0 ^ s8))) ^ log(Ob * h)))"
23,0.0071686627,"log(((Ob ^ ns) * Om) / ((zt + ((157.14407 * (LX - 37.59145)) / (E0 ^ s8))) ^ log(Ob * h)))"
24,0.0068987976,"log(((Ob ^ ns) * Om) / ((zt + ((exp(Tv) * (LX - 35.83081)) / (E0 ^ s8))) ^ log(Ob * h)))"
25,0.006665544,"log(((Ob ^ ns) * Om) / ((zt + ((165.13393 * ((LX - 42.217102) + Tv)) / (E0 ^ s8))) ^ log(Ob * h)))"
26,0.0064287637,"log(((Ob ^ ns) * Om) / ((zt + ((exp(Tv + h) * (LX - 37.871902)) / (E0 ^ s8))) ^ log(Ob * h)))"
27,0.0061459905,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / ((zt + (((125.62576 * Tv) * (LX - 38.472946)) / E0)) ^ log(Ob * h)))"
28,0.005712275,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / ((zt + ((exp(Tv * 1.3947355) * (LX - 38.393032)) / E0)) ^ log(Ob * h)))"
29,0.005712273,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / ((zt + (exp((Tv * 1.3947355) + log(LX - 38.393032)) / E0)) ^ log(Ob * h)))"
30,0.0054202513,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / ((zt + (((exp(Tv) ^ 1.3428211) * (LX - 38.478203)) / (E0 - 123.52112))) ^ log(Ob * h)))"
32,0.0050029717,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / (((zt - -0.51215917) + ((((exp(Tv) / 0.28183806) * (LX - 38.42913)) / E0) ^ 2.0207317)) ^ log(Ob * h)))"
33,0.004853473,"log(((Ob ^ ns) * ((Om - 0.071778044) ^ s8)) / (((zt + ((((exp(Tv) / 0.28582016) * (LX - 38.431965)) / E0) ^ 2.1072323)) - log(Om)) ^ log(h * Ob)))"
34,0.0047924668,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / (((zt + ((((exp(Tv) / 0.2808028) * (LX - 38.430283)) / E0) ^ (Ob * LX))) + 0.5000129) ^ log(Ob * h)))"
35,0.004639167,"log(((Ob ^ (ns + 0.024248695)) * ((Om - Ob) ^ s8)) / (((zt + ((((exp(Tv) / 0.2884955) * (LX - 38.419933)) / E0) ^ 2.1397038)) - log(Om)) ^ log(h * Ob)))"
36,0.0045484267,"log(((Ob ^ ns) * ((Om ^ s8) - Ob)) / (((zt + ((((exp(Tv) / 0.27176878) * (LX - 38.45236)) / E0) ^ (LX * Ob))) + 1.1555009) ^ log(Ob * (h - -0.017081523))))"
37,0.0044051255,"log(((Ob ^ (ns + 0.026255626)) * ((Om - Ob) ^ s8)) / (((zt + ((((exp(Tv) / 0.27553228) * (LX - 38.440758)) / E0) ^ (LX * Ob))) - log(Om)) ^ log(h * Ob)))"
39,0.0042570927,"log(((Ob ^ (ns + 0.025905373)) * ((Om - Ob) ^ s8)) / log(exp(((zt + ((((exp(Tv) / 0.2780713) * (LX - 38.43853)) / E0) ^ (LX * Ob))) - log(Om)) ^ log(h * Ob))))"
41,0.0041627944,"(log(((Ob ^ ns) * ((Om - Ob) ^ s8)) / log(log(exp(exp(((zt + ((((exp(Tv) / 0.2782915) * (LX - 38.436874)) / E0) ^ (LX * Ob))) - log(Om)) ^ log(h * Ob)))))) - 0.074497886)"
43,0.003595671,"((((((((h / (zt - (3.780507 + ((Om - -0.6157647) ^ (exp(Tv / ns) - 82.46952))))) * ns) / (Om + exp(LX / (E0 - ((LX - 37.66447) ^ 4.927863))))) * Ob) ^ -0.310746) + (Om / h)) - s8) - s8)"
45,0.0032957315,"(((((((h / ((zt - (3.7583466 + (((Om + 0.60683537) ^ (exp(Tv / ns) + -78.28577)) / 0.58101267))) / ns)) / (Om + exp(LX / (E0 - ((LX - 37.66447) ^ 4.9436507))))) * Ob) ^ -0.31078938) + (Om / h)) - s8) - s8)"
47,0.0028801463,"((((((Ob / ((zt - (3.626393 - (((Om - -0.5931723) ^ (exp(Tv / ns) - (3.626393 / Ob))) / -0.2814685))) / h)) / (Om + exp(LX / (E0 - ((LX - 37.664474) ^ 4.9431434))))) ^ -0.31301534) - ns) + (Om / (h * s8))) - s8)"
48,0.0028742095,"(((((((ns / ((zt - (3.7582529 - (((Om - -0.5989815) ^ (exp(Tv / ns) - (3.590107 / Ob))) / log(h)))) / h)) / (Om + exp(LX / (E0 - ((LX - 37.66447) ^ 4.927863))))) * Ob) ^ -0.310746) + (Om / h)) - s8) - s8)"
49,0.0026301283,"((((((Ob / ((zt - (3.626367 + (((Om - -0.59777963) ^ (exp(Tv / ns) - (3.626367 / Ob))) / 0.33075932))) / h)) / (Om + exp(LX / (E0 - ((LX - 37.665276) ^ 4.943185))))) ^ -0.31229147) + (Om / (h * s8))) - s8) - (ns ^ 2.1276217))"
50,0.002591891,"((((((Ob / ((zt - (3.644017 - (((Om - -0.60102475) ^ (exp(Tv / ns) - (3.7057962 / Ob))) / log(h)))) / h)) / (Om + exp(LX / (E0 - ((LX - 37.666977) ^ 4.9431434))))) ^ -0.3124414) + ((Om / 0.6648239) / s8)) - (s8 * ns)) - ns)"
51,0.0024414926,"((((((Ob / ((zt - (3.6261175 - ((((Om - -0.59290373) ^ (exp((Tv / ns) / ns) - (3.626406 / Ob))) ^ 0.5455109) / -0.28096896))) / h)) / (Om + exp(LX / (E0 - ((LX - 37.671833) ^ 4.965634))))) ^ -0.313111) - ns) + (Om / (h * s8))) - s8)"
52,0.0024289829,"((((((Ob / ((zt - (3.6066074 - ((((Om - -0.59237397) ^ (exp((Tv / ns) / ns) - (log(LX) / Ob))) ^ 0.54193467) / -0.28110945))) / h)) / (Om + exp(LX / (E0 - ((LX - 37.670914) ^ 4.9655166))))) ^ -0.3131285) - ns) + (Om / (h * s8))) - s8)"
53,0.0023900599,"((((((Ob / ((zt - (3.6127653 - ((((Om - -0.59199214) ^ (exp((Tv / ns) / ns) - (3.626393 / Ob))) ^ 0.5381111) / -0.28133282))) / h)) / (Om + exp((LX / ns) / (E0 - ((LX - 37.66447) ^ 4.9431434))))) ^ -0.31300238) - ns) + (Om / (h * s8))) - s8)"
54,0.002322345,"((((((Ob / (((zt - (3.6330922 - ((((Om - -0.6023085) ^ 0.7197972) ^ (exp(Tv / ns) - (3.6330922 / Ob))) / log(h)))) / h) / (ns ^ Om))) / (Om + exp(LX / (E0 - ((LX - 37.671787) ^ 4.946423))))) ^ -0.3120367) - ((Om / -0.6226658) / s8)) - s8) - ns)"
