Complexity,Loss,Equation
1,0.3354684,"7.4702787"
3,0.1395342,"(zt ^ 0.60780877)"
4,0.090848334,"exp(zt ^ 0.21155229)"
5,0.064802065,"((zt / Ob) ^ 0.31909296)"
6,0.05165959,"exp(zt ^ (0.26111823 - Ob))"
7,0.047394004,"log(Ob ^ (s8 - log(zt)))"
8,0.034086984,"(log(zt / h) ^ (Ob ^ -0.1434837))"
9,0.025486045,"((0.14450905 - (Ob * h)) * (zt + LX))"
10,0.025237791,"((1.1450808 - (exp(h) ^ Ob)) * (zt + LX))"
11,0.02132151,"(((0.15657711 - (Ob * h)) * (zt + LX)) - s8)"
12,0.020725073,"((0.13991195 - (Ob * (h ^ exp(Om)))) * (zt + LX))"
13,0.016800666,"(((0.15187281 - (Ob * h)) * (zt + LX)) + (Om - s8))"
14,0.015624891,"(((0.158419 - (Ob * h)) * (zt + LX)) + (s8 * log(Om)))"
15,0.014286466,"(((0.15306544 - (Ob * h)) * (zt + LX)) - ((s8 / Tv) / Om))"
16,0.01317109,"(((0.15061751 - (Ob * h)) * (LX + (Tv + zt))) + (s8 * log(Om)))"
17,0.012268758,"((((0.12912689 - Ob) * (zt / h)) + log(Om ^ s8)) + exp(0.04114744 * LX))"
18,0.010972113,"((((((0.12685268 - Ob) * zt) - (s8 - Om)) / ns) / h) + (exp(0.040148314) ^ LX))"
19,0.010943142,"((((((0.1298928 - Ob) * zt) - (s8 - exp(Om))) - ns) / h) + (exp(0.039271057) ^ LX))"
20,0.009407327,"((((((0.1253896 - Ob) * zt) / h) - ((s8 / Tv) / Om)) / ns) + exp(0.03960936 * LX))"
22,0.008806963,"((((0.12766796 - Ob) * (zt + ((Tv - (ns / Om)) / Om))) / h) + (exp(0.03818989 * LX) - s8))"
24,0.0081185335,"(((((0.12818912 - Ob) * (zt + ((Tv - ((s8 / Om) + ns)) / Om))) / h) - ns) + exp(0.0397852 * LX))"
26,0.0074241115,"(((((0.12804393 - Ob) / h) * (zt + ((Tv - ((s8 / Om) + 1.0161631)) / Om))) - (ns ^ 3.052106)) + exp(0.039550677 * LX))"
27,0.00735468,"(((((0.1273097 - Ob) * (zt + ((Tv - ((s8 / Om) + 1.0140327)) / Om))) / h) - (ns ^ log(zt))) + exp(0.039672773 * LX))"
28,0.007032687,"(((((0.12843779 - Ob) * (zt + ((Tv - ((s8 / Om) + (0.65131396 / h))) / Om))) / h) - (ns ^ 3.041489)) + exp(0.039375726 * LX))"
29,0.0070009856,"(((((0.12782809 - Ob) * (zt + ((Tv - ((s8 / Om) + (0.6467981 / h))) / Om))) / h) - (ns ^ log(zt))) + exp(0.039459445 * LX))"
30,0.0068877423,"(((((0.12875743 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.98409307)) / Om))) / h) - (ns ^ ((h - 0.51961654) / Ob))) + exp(0.03931733 * LX))"
32,0.0066875783,"(((((0.1287577 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.92693174)) / Om))) / h) - (ns ^ (3.84261 - ((0.6410323 / h) ^ zt)))) + exp(0.039175607 * LX))"
33,0.0066458997,"(((((0.12892564 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.89912534)) / Om))) / h) - (ns ^ (4.2260466 - exp((0.6589505 - h) * zt)))) + exp(0.03908173 * LX))"
34,0.006496886,"(((((0.12892906 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.8775463)) / Om))) / h) - (ns ^ (Tv - ((Om ^ zt) ^ (h - 0.65778893))))) + exp(0.038992915 * LX))"
36,0.0061345543,"(((((0.12932831 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.745006)) / Om))) / h) - (ns ^ (3.857123 + (((0.70090604 / h) ^ zt) * (-0.40761635 + Om))))) + exp(0.038681313 * LX))"
38,0.006112259,"(((((0.12946725 - Ob) * (zt + (((Tv - ((s8 / Om) + 0.72718674)) ^ 1.042423) / Om))) / h) - (ns ^ (3.8155003 + (((0.7004864 / h) ^ zt) * (-0.40897292 + Om))))) + exp(0.03860133 * LX))"
39,0.006035652,"(((((0.12801743 - Ob) * (zt + ((Tv - ((s8 + Om) / Om)) / Om))) / h) - (ns ^ (3.9422998 - ((h / 0.64769953) ^ ((0.8254163 ^ (zt - exp(3.6757247))) - zt))))) + exp(0.039528295 * LX))"
40,0.0059767556,"(((((0.12804428 - Ob) * (zt + ((Tv - ((s8 / Om) + 1.0023915)) / Om))) / h) - (ns ^ (3.857123 - ((h / 0.64743555) ^ ((0.034993753 ^ ((zt - LX) * Ob)) - zt))))) + exp(0.03952712 * LX))"
41,0.005893011,"(((((0.1280174 - Ob) * (zt + ((Tv - ((s8 + Om) / Om)) / Om))) / h) - (ns ^ (3.8571239 - ((h / 0.64668834) ^ ((Ob ^ ((zt - exp(3.7631216)) * Ob)) - zt))))) + exp(0.039528295 * LX))"
43,0.005663,"(((((0.12730937 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.972729)) / Om))) / h) - (ns ^ (Tv + (((h / 0.6428327) ^ ((0.829392 ^ (zt - exp(3.6757247))) - zt)) * (-0.48602358 / Om))))) + exp(0.03960723 * LX))"
45,0.0054786955,"(((((0.12781978 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.64769953)) / Om))) / h) - (ns ^ (Tv - (((h / 0.64769953) ^ ((0.8277867 ^ (zt - exp(3.6757247))) - zt)) * ((1.1785285 / Om) + -2.2491941))))) + (exp(0.03886984) ^ LX))"
46,0.00544152,"(((((0.1278201 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.64441895)) / Om))) / h) - (ns ^ (Tv - (((h / 0.64769953) ^ ((0.8277867 ^ (zt - exp(3.6757247))) - zt)) * (log(0.50125897 / Om) / Om))))) + (exp(0.03886984) ^ LX))"
47,0.005433234,"(((((0.1278201 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.6428327)) / Om))) / h) - (ns ^ (Tv + ((((h / 0.64735) ^ ((0.82787687 ^ (zt - exp(3.6757247))) - zt)) * ((0.15528993 / Om) - 0.33972183)) / -0.10034203)))) + exp(0.03886984 * LX))"
49,0.0053127515,"(((((0.12782012 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.64769953)) / Om))) / h) - (ns ^ (Tv - (((h / 0.64769953) ^ ((Ob ^ (((zt - exp(3.6757247)) * Ob) - 0.1869601)) - zt)) * ((1.2084419 / Om) + -2.253804))))) + exp(0.03887501 * LX))"
51,0.0052609714,"(((((0.12782012 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.6476989)) / Om))) / h) - (ns ^ ((3.6757247 - (((h / 0.6475084) ^ ((Ob ^ (((zt - exp(3.6757247)) * Ob) - 0.18863708)) - zt)) * ((1.140102 / Om) - 2.320209))) / s8))) + exp(0.03887501 * LX))"
52,0.005256471,"(((((0.12781978 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.64769953)) / Om))) / h) - (ns ^ ((log(LX) - (((h / 0.6475084) ^ ((Ob ^ (((zt - exp(3.6757247)) * Ob) - 0.18863708)) - zt)) * ((1.1411763 / Om) - 2.320209))) / s8))) + exp(0.038874716 * LX))"
53,0.0052267173,"(((((0.12781978 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.6456723)) / Om))) / h) - (ns ^ ((3.6757247 - (((h / 0.6467981) ^ ((Ob ^ (((zt - exp(3.6757247)) * Ob) - 0.18277648)) - zt)) * (((0.19337566 / Om) - Om) * Tv))) / s8))) + (exp(0.03886984) ^ LX))"
54,0.005222004,"(((((0.12781978 - Ob) * (zt + ((Tv - ((s8 / Om) + 0.6456723)) / Om))) / h) - (ns ^ ((log(LX) - (((h / 0.6467981) ^ ((Ob ^ (((zt - exp(3.6757247)) * Ob) - 0.18277648)) - zt)) * (((0.19337566 / Om) - Om) * Tv))) / s8))) + (exp(0.03886984) ^ LX))"
