Complexity,Loss,Equation
1,0.34726277,"7.41096"
3,0.1417944,"(zt ^ 0.6050846)"
4,0.10760083,"exp(zt ^ 0.21023199)"
5,0.08665234,"((Ob / zt) ^ -0.3176369)"
6,0.06900719,"exp(zt ^ (0.259771 - Ob))"
7,0.048998177,"((zt / h) ^ (0.59029937 - Ob))"
8,0.04440812,"exp((zt / h) ^ (0.2373636 - Ob))"
9,0.03493488,"(((zt / h) * (0.13460866 - Ob)) + 3.9496517)"
10,0.029818185,"(exp(zt ^ (0.26839232 - Ob)) / (h + 0.38840744))"
11,0.028315762,"((((zt / h) * (0.13342626 - Ob)) + 3.6788864) + Om)"
12,0.019859318,"((exp(zt ^ (0.2535193 - Ob)) / (h ^ Om)) - h)"
14,0.018232863,"((exp(zt ^ (0.25433743 - Ob)) / (h ^ (Om ^ s8))) - ns)"
16,0.016754381,"(exp(((zt / h) - log(E0)) ^ (0.23970282 - Ob)) + log(Om * Tv))"
17,0.01545101,"(exp(((zt / h) - (E0 ^ 0.3028779)) ^ (0.24094906 - Ob)) + log(Om * Tv))"
18,0.014666059,"(exp(((zt / h) - log(E0)) ^ (0.23785082 - (Ob * ns))) + log(Om * Tv))"
19,0.012618589,"(exp(((zt / h) - (E0 ^ (ns + -0.6655934))) ^ (0.24056876 - Ob)) + log(Om * Tv))"
20,0.0126185855,"((exp(((zt / h) - (E0 ^ (ns + -0.6655934))) ^ (0.24056876 - Ob)) + log(Tv)) + log(Om))"
21,0.010743915,"(exp(((zt / h) - (E0 ^ (ns + -0.6518398))) ^ (0.23752402 - Ob)) + log(Om * (Tv / s8)))"
23,0.010231836,"(exp(((zt / h) - (E0 ^ (ns + -0.6643907))) ^ (0.24020076 - Ob)) + log(Om * ((Tv / s8) - 0.89701915)))"
25,0.009994346,"(exp((((zt / h) - (E0 ^ (LX ^ -0.32114783))) / ns) ^ (0.2389766 - Ob)) + log(Om * ((Tv / s8) - ns)))"
27,0.009872243,"(exp(((zt / h) - (((log(E0) * (s8 * exp(ns))) ^ ns) - Tv)) ^ (0.23928007 - Ob)) + (log(Om * Tv) ^ 0.63425887))"
28,0.008621673,"(exp((((zt / h) + (s8 / (0.9542404 ^ (LX / s8)))) - ((log(E0) * 2.5411282) ^ ns)) ^ (0.24029215 - Ob)) + log(Om * Tv))"
30,0.008377787,"(exp((((zt / h) + ((s8 ^ -1.6767441) / (0.95485526 ^ LX))) - ((log(E0) * 2.5558472) ^ ns)) ^ (0.24067862 - Ob)) + log(Om * (Tv - Om)))"
31,0.0080563575,"(exp((((zt / h) - (((log(E0) * 2.5202885) ^ ns) * s8)) + (exp(0.8024724 / (0.9539153 ^ LX)) / LX)) ^ (0.24061613 - Ob)) + log(Om * Tv))"
33,0.008005592,"(exp((((zt / h) - ((((log(E0) * 2.5402653) ^ ns) * s8) - 0.2596984)) + (exp(0.7996297 / (0.9539153 ^ LX)) / LX)) ^ (0.24061613 - Ob)) + log(Om * Tv))"
34,0.006362907,"(exp((((zt / h) + Tv) - (((log(E0 - exp(exp(0.8024724 / (0.95390385 ^ LX)) / LX)) * 2.5402653) ^ ns) * s8)) ^ (0.24056876 - Ob)) + log(Om * Tv))"
36,0.006290991,"(exp((((zt / h) + Tv) - (((log(E0 - (exp(exp(0.8024724 / (0.95390385 ^ LX)) / LX) - 7.411009)) * 2.5402653) ^ ns) * s8)) ^ (0.24056876 - Ob)) + log(Om * Tv))"
37,0.00628505,"(exp((((zt / h) + Tv) - (((log(E0 - (exp(exp(0.8024724 / (0.95390385 ^ LX)) / LX) - exp(2.2784307))) * 2.5402653) ^ ns) * s8)) ^ (0.24056876 - Ob)) + log(Om * Tv))"
38,0.0062203226,"(exp((((zt / h) - (((log((E0 + zt) - exp((exp(0.8024724 / (0.95390385 ^ LX)) / LX) + Ob)) * 2.5402653) ^ ns) * s8)) + Tv) ^ (0.24061035 - Ob)) + log(Om * Tv))"
40,0.006136657,"(exp((((zt / h) + Tv) - ((((log(E0 - (exp(((0.21117947 ^ exp(0.62301844)) * LX) ^ 2.7910242) / (LX ^ ns))) + 2.440822) * 1.869313) ^ ns) * s8)) ^ (0.24061035 - Ob)) + log(Om * Tv))"
41,0.006065947,"(exp((((zt / h) - ((((log(E0 - (exp(((0.21117947 ^ exp(0.62301844)) * LX) ^ 2.7910242) / (LX ^ ns))) + exp(s8)) * s8) * 1.9005592) ^ ns)) + Tv) ^ (0.24061035 - Ob)) + log(Om * Tv))"
42,0.006058567,"(exp((((zt / h) - ((((log(E0 - (exp(((0.21117947 ^ 1.8652799) * (LX + Ob)) ^ 2.7910242) / (LX ^ ns))) + exp(s8)) * s8) * 1.8803768) ^ ns)) + Tv) ^ (0.24056876 - Ob)) + log(Om * Tv))"
43,0.0059234914,"(exp((((zt / h) + Tv) - (((((log(E0 - (exp(((0.21117947 ^ 1.8652799) * LX) ^ 2.7910242) / (LX ^ ns))) + s8) + (Om / 0.20499654)) * 1.8803768) ^ ns) * s8)) ^ (0.24061035 - Ob)) + log(Om * Tv))"
44,0.0057244613,"(exp((((zt / h) + Tv) - (((((log(E0 - (exp(((0.21117947 ^ exp(0.62301844)) * LX) ^ 2.7910242) / (LX ^ ns))) + s8) + (Om / 0.19973394)) * 1.8803768) ^ ns) * s8)) ^ (0.24061035 - Ob)) + log(Om * Tv))"
45,0.005686795,"(exp((((zt / h) + Tv) - (((((log(E0 - (exp(((0.21117947 ^ 1.8652799) * (LX + Ob)) ^ 2.7910242) / (LX ^ ns))) + s8) + (Om / 0.19973394)) * 1.8803768) ^ ns) * s8)) ^ (0.24061035 - Ob)) + log(Om * Tv))"
